hf_path,source_path,size_bytes,sha256
sam-ai/New folder (4)/dataset/documents/de/printtext-5ffb1b58de.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\printtext-5ffb1b58de.json,7596,96cdb27c6440e6a8f7a1c1324ce56f7edcf4199ae5e9a3d40d721b4d3811650b
sam-ai/New folder (4)/dataset/documents/de/printtext-bc3a408ede.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\printtext-bc3a408ede.json,10030,af03604f91a893b4a853a26b7409e6e18c97b88139a9de4adfea256ee720a992
sam-ai/New folder (4)/dataset/documents/de/printtext-c083835bde.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\printtext-c083835bde.json,5125,3b5870063bc5edcc0a85eca3d8458f1e506cb49efa8550b3e9e5a9b5d84b4f74
sam-ai/New folder (4)/dataset/documents/de/printtext-e456e5b0de.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\printtext-e456e5b0de.json,30492,8ea7ebeb041575736654b9c445a2dc998e15a513ab296c7bbae5cac1a2e2e2ee
sam-ai/New folder (4)/dataset/documents/de/printtext-fd5d2261de.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\printtext-fd5d2261de.json,2524,ec1aefca07146579f0895c9f5ec7c18dbcfc0d9edec976391288415d90c00641
sam-ai/New folder (4)/dataset/documents/de/آیین-نامه-وزارت-دادگستری-راجع-به-ماده-299-9a610c6ede.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\آیین-نامه-وزارت-دادگستری-راجع-به-ماده-299-9a610c6ede.json,9754,2d7326411e89a575dd06f6f477090a8d60aa7d1bb958cc21b88ec67a85ded4d0
sam-ai/New folder (4)/dataset/documents/de/رأی-شماره-۶۸۳۴۷۴-۱۴۰۵-۰۳-۱۹-هیئت-عموم-d667da9bde.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\رأی-شماره-۶۸۳۴۷۴-۱۴۰۵-۰۳-۱۹-هیئت-عموم-d667da9bde.json,16787,dad6eed2365c907cd55bcb55cbd4998cd10426ab2653cfe855a55812077c8427
sam-ai/New folder (4)/dataset/documents/de/رای-هیات-عمومی-دیوان-عدالت-اداری-با-مو-9-3ef17242de.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\رای-هیات-عمومی-دیوان-عدالت-اداری-با-مو-9-3ef17242de.json,14847,1e1a8cf87d2a99260398280fe4a4dd656f8a10c9f1d98bacb6c1fba5c0459741
sam-ai/New folder (4)/dataset/documents/de/رای-وحدت-رویه-شماره-۱۱۱۴-۱۱۱۵-مورخ-۱۴۰۰-e48ee2a1de.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\رای-وحدت-رویه-شماره-۱۱۱۴-۱۱۱۵-مورخ-۱۴۰۰-e48ee2a1de.json,9480,027cb92f2d42c4ee3d706f1fe092e0350dc86bb374885bf8aaafb06e2b6ed675
sam-ai/New folder (4)/dataset/documents/de/مصوبه-شورای-عالی-اداری-درخصوص-شرایط-عم-7b4907f7de.json,C:\Users\Admin\Desktop\sam-ai\New folder (4)\dataset\documents\de\مصوبه-شورای-عالی-اداری-درخصوص-شرایط-عم-7b4907f7de.json,2764,7e3d23281e3f49a9fee15fac39e39f81c2b399bb5ce3e4949881cf7ae800fbd7
